"time","Average_SWP","Average_PP","Average_DF","date_time","Time","mean_sap_flow"
84.438,5.5014,3.0539,9.1209,2022-03-25 10:31:00,2022-03-25 10:30:00,4.27765
84.458,5.8126,3.3784,9.5487,2022-03-25 11:00:00,2022-03-25 11:00:00,4.5955
84.479,6.1375,3.745,9.6004,2022-03-25 11:30:00,2022-03-25 11:30:00,4.94125
84.5,7.2954,4.2785,10.161,2022-03-25 12:00:00,2022-03-25 12:00:00,5.78695
84.521,7.0313,4.7257,10.118,2022-03-25 12:30:00,2022-03-25 12:30:00,5.8785
84.542,6.7003,4.6064,10.213,2022-03-25 13:00:00,2022-03-25 13:00:00,5.65335
84.562,7.5316,4.482,9.8144,2022-03-25 13:29:00,2022-03-25 13:30:00,6.0068
84.583,8.2413,4.5136,9.7671,2022-03-25 14:00:00,2022-03-25 14:00:00,6.37745
84.604,7.531,4.3901,9.0232,2022-03-25 14:30:00,2022-03-25 14:30:00,5.96055
84.625,6.4553,4.122,8.398,2022-03-25 15:00:00,2022-03-25 15:00:00,5.28865
84.646,6.458,3.935,8.4753,2022-03-25 15:30:00,2022-03-25 15:30:00,5.1965
84.667,6.2043,3.5337,8.3444,2022-03-25 16:00:00,2022-03-25 16:00:00,4.869
84.688,5.7388,3.3369,8.9244,2022-03-25 16:31:00,2022-03-25 16:30:00,4.53785
84.708,5.3393,3.1144,7.7635,2022-03-25 17:00:00,2022-03-25 17:00:00,4.22685
84.729,4.5751,2.6377,6.0678,2022-03-25 17:30:00,2022-03-25 17:30:00,3.6064
84.75,3.4557,1.9776,4.4933,2022-03-25 18:00:00,2022-03-25 18:00:00,2.71665
84.771,2.3633,1.2152,3.1907,2022-03-25 18:30:00,2022-03-25 18:30:00,1.78925
84.792,1.4024,0.73819,2.1874,2022-03-25 19:00:00,2022-03-25 19:00:00,1.070295
84.812,0.81312,0.54206,1.3594,2022-03-25 19:29:00,2022-03-25 19:30:00,0.67759
84.833,0.49743,0.46862,0.83852,2022-03-25 20:00:00,2022-03-25 20:00:00,0.483025
84.854,0.30462,0.4298,0.54516,2022-03-25 20:30:00,2022-03-25 20:30:00,0.36721
84.875,0.21663,0.3985,0.37351,2022-03-25 21:00:00,2022-03-25 21:00:00,0.307565
84.896,0.16484,0.37891,0.30145,2022-03-25 21:30:00,2022-03-25 21:30:00,0.271875
84.917,0.12075,0.36453,0.22532,2022-03-25 22:00:00,2022-03-25 22:00:00,0.24264
84.938,0.10331,0.35858,0.17542,2022-03-25 22:31:00,2022-03-25 22:30:00,0.230945
84.958,0.090806,0.352,0.16157,2022-03-25 23:00:00,2022-03-25 23:00:00,0.221403
84.979,0.076014,0.33641,0.14677,2022-03-25 23:30:00,2022-03-25 23:30:00,0.206212
85,0.08995,0.099188,0.064362,2022-03-26,2022-03-26,0.094569
85.021,0.11067,0.098851,0.071824,2022-03-26 00:30:00,2022-03-26 00:30:00,0.1047605
85.042,0.10935,0.080214,0.071503,2022-03-26 01:00:00,2022-03-26 01:00:00,0.094782
85.062,0.059502,0.074445,0.088132,2022-03-26 01:29:00,2022-03-26 01:30:00,0.0669735
85.083,0.11817,0.063979,0.11901,2022-03-26 02:00:00,2022-03-26 02:00:00,0.0910745
85.104,0.071403,0.063276,0.10767,2022-03-26 02:30:00,2022-03-26 02:30:00,0.0673395
85.125,0.043668,0.048408,0.12238,2022-03-26 03:00:00,2022-03-26 03:00:00,0.046038
85.146,0.040155,0.042553,0.13749,2022-03-26 03:30:00,2022-03-26 03:30:00,0.041354
85.167,0.032378,0.029486,0.1345,2022-03-26 04:00:00,2022-03-26 04:00:00,0.030932
85.188,0.054682,0.022543,0.14998,2022-03-26 04:31:00,2022-03-26 04:30:00,0.0386125
85.208,0.026587,0.018007,0.16581,2022-03-26 05:00:00,2022-03-26 05:00:00,0.022297
85.229,0.052112,0.017033,0.19019,2022-03-26 05:30:00,2022-03-26 05:30:00,0.0345725
85.25,0.017493,0.0071105,0.20684,2022-03-26 06:00:00,2022-03-26 06:00:00,0.01230175
85.271,0.036232,0.004159,0.25859,2022-03-26 06:30:00,2022-03-26 06:30:00,0.0201955
85.292,0.055423,0.096257,0.48033,2022-03-26 07:00:00,2022-03-26 07:00:00,0.07584
85.312,0.34151,0.63728,1.2694,2022-03-26 07:29:00,2022-03-26 07:30:00,0.489395
85.333,1.0756,1.7766,2.6899,2022-03-26 08:00:00,2022-03-26 08:00:00,1.4261
85.354,2.4986,2.483,5.5682,2022-03-26 08:30:00,2022-03-26 08:30:00,2.4908
85.375,4.3084,2.8922,8.4495,2022-03-26 09:00:00,2022-03-26 09:00:00,3.6003
85.396,5.6476,3.1336,9.7468,2022-03-26 09:30:00,2022-03-26 09:30:00,4.3906
85.417,6.5833,3.4438,10.041,2022-03-26 10:00:00,2022-03-26 10:00:00,5.01355
85.438,6.9653,3.6379,10.388,2022-03-26 10:31:00,2022-03-26 10:30:00,5.3016
85.458,7.0857,3.8124,10.595,2022-03-26 11:00:00,2022-03-26 11:00:00,5.44905
85.479,7.3821,4.1019,10.316,2022-03-26 11:30:00,2022-03-26 11:30:00,5.742
85.5,7.4754,4.2979,10.163,2022-03-26 12:00:00,2022-03-26 12:00:00,5.88665
85.521,7.02,4.3299,9.958,2022-03-26 12:30:00,2022-03-26 12:30:00,5.67495
85.542,6.7892,4.1901,9.9836,2022-03-26 13:00:00,2022-03-26 13:00:00,5.48965
85.562,7.0177,4.2086,9.9846,2022-03-26 13:29:00,2022-03-26 13:30:00,5.61315
85.583,7.5,4.4505,10.214,2022-03-26 14:00:00,2022-03-26 14:00:00,5.97525
85.604,6.9084,3.9828,9.6647,2022-03-26 14:30:00,2022-03-26 14:30:00,5.4456
85.625,6.7275,3.9632,9.3967,2022-03-26 15:00:00,2022-03-26 15:00:00,5.34535
85.646,6.603,3.9157,9.238,2022-03-26 15:30:00,2022-03-26 15:30:00,5.25935
85.667,6.5495,3.6762,9.1272,2022-03-26 16:00:00,2022-03-26 16:00:00,5.11285
85.688,5.9802,3.3225,9.4555,2022-03-26 16:31:00,2022-03-26 16:30:00,4.65135
85.708,5.1821,2.6865,8.0122,2022-03-26 17:00:00,2022-03-26 17:00:00,3.9343
85.729,4.6275,2.5251,6.5163,2022-03-26 17:30:00,2022-03-26 17:30:00,3.5763
85.75,3.8367,2.0694,5.358,2022-03-26 18:00:00,2022-03-26 18:00:00,2.95305
85.771,2.9305,1.4123,4.4863,2022-03-26 18:30:00,2022-03-26 18:30:00,2.1714
85.792,1.9517,0.73853,3.3749,2022-03-26 19:00:00,2022-03-26 19:00:00,1.345115
85.812,1.0532,0.36412,2.1194,2022-03-26 19:29:00,2022-03-26 19:30:00,0.70866
85.833,0.60554,0.26411,1.2307,2022-03-26 20:00:00,2022-03-26 20:00:00,0.434825
85.854,0.42052,0.23079,0.76178,2022-03-26 20:30:00,2022-03-26 20:30:00,0.325655
85.875,0.3109,0.2186,0.50072,2022-03-26 21:00:00,2022-03-26 21:00:00,0.26475
85.896,0.24672,0.19332,0.35611,2022-03-26 21:30:00,2022-03-26 21:30:00,0.22002
85.917,0.21624,0.17502,0.24856,2022-03-26 22:00:00,2022-03-26 22:00:00,0.19563
85.938,0.20492,0.19478,0.18305,2022-03-26 22:31:00,2022-03-26 22:30:00,0.19985
85.958,0.18202,0.17615,0.13782,2022-03-26 23:00:00,2022-03-26 23:00:00,0.179085
85.979,0.17389,0.16765,0.10221,2022-03-26 23:30:00,2022-03-26 23:30:00,0.17077
86,0.1148,0.14547,0.051565,2022-03-27,2022-03-27,0.130135
86.021,0.14362,0.11908,0.033149,2022-03-27 00:30:00,2022-03-27 00:30:00,0.13135
86.042,0.0593,0.10135,0.030332,2022-03-27 01:00:00,2022-03-27 01:00:00,0.080325
86.062,0.10404,0.084427,0.033245,2022-03-27 01:29:00,2022-03-27 01:30:00,0.0942335
86.083,0.058401,0.077972,0.033016,2022-03-27 02:00:00,2022-03-27 02:00:00,0.0681865
86.104,0.049721,0.056605,0.049868,2022-03-27 02:30:00,2022-03-27 02:30:00,0.053163
86.125,0.053658,0.054671,0.059735,2022-03-27 03:00:00,2022-03-27 03:00:00,0.0541645
86.146,0.038394,0.042836,0.086411,2022-03-27 03:30:00,2022-03-27 03:30:00,0.040615
86.167,0.034925,0.033452,0.090385,2022-03-27 04:00:00,2022-03-27 04:00:00,0.0341885
86.188,0.028303,0.025333,0.10468,2022-03-27 04:31:00,2022-03-27 04:30:00,0.026818
86.208,0.01004,0.0093226,0.1345,2022-03-27 05:00:00,2022-03-27 05:00:00,0.0096813
86.229,0.04051,0.012922,0.16085,2022-03-27 05:30:00,2022-03-27 05:30:00,0.026716
86.25,0.0065244,0.0025175,0.18198,2022-03-27 06:00:00,2022-03-27 06:00:00,0.00452095
86.271,0.0152,0.0016584,0.20553,2022-03-27 06:30:00,2022-03-27 06:30:00,0.0084292
86.292,0.0089235,0.066481,0.36696,2022-03-27 07:00:00,2022-03-27 07:00:00,0.03770225
86.312,0.19145,0.48957,1.1359,2022-03-27 07:29:00,2022-03-27 07:30:00,0.34051
86.333,0.66744,1.4136,2.3772,2022-03-27 08:00:00,2022-03-27 08:00:00,1.04052
86.354,1.9355,2.1636,5.1463,2022-03-27 08:30:00,2022-03-27 08:30:00,2.04955
86.375,3.2932,2.5735,7.4175,2022-03-27 09:00:00,2022-03-27 09:00:00,2.93335
86.396,4.1113,2.8873,8.4441,2022-03-27 09:30:00,2022-03-27 09:30:00,3.4993
86.417,4.7132,3.2375,9.1566,2022-03-27 10:00:00,2022-03-27 10:00:00,3.97535
86.438,5.3298,3.5184,9.7542,2022-03-27 10:31:00,2022-03-27 10:30:00,4.4241
86.458,5.7437,3.702,10.081,2022-03-27 11:00:00,2022-03-27 11:00:00,4.72285
86.479,6.0155,3.983,10.132,2022-03-27 11:30:00,2022-03-27 11:30:00,4.99925
86.5,7.0676,4.3995,10.266,2022-03-27 12:00:00,2022-03-27 12:00:00,5.73355
86.521,6.8096,4.5847,10.024,2022-03-27 12:30:00,2022-03-27 12:30:00,5.69715
86.542,6.6972,4.8663,10.18,2022-03-27 13:00:00,2022-03-27 13:00:00,5.78175
86.562,7.376,4.8121,10.298,2022-03-27 13:29:00,2022-03-27 13:30:00,6.09405
86.583,7.6819,4.7212,10.119,2022-03-27 14:00:00,2022-03-27 14:00:00,6.20155
86.604,7.2857,4.4326,9.5742,2022-03-27 14:30:00,2022-03-27 14:30:00,5.85915
86.625,6.6058,4.1789,9.1008,2022-03-27 15:00:00,2022-03-27 15:00:00,5.39235
86.646,6.5326,3.8926,8.8875,2022-03-27 15:30:00,2022-03-27 15:30:00,5.2126
86.667,6.4223,3.6581,8.8985,2022-03-27 16:00:00,2022-03-27 16:00:00,5.0402
86.688,6.1481,3.5339,9.2225,2022-03-27 16:31:00,2022-03-27 16:30:00,4.841
86.708,5.808,3.321,8.2828,2022-03-27 17:00:00,2022-03-27 17:00:00,4.5645
86.729,5.2364,2.9843,7.0899,2022-03-27 17:30:00,2022-03-27 17:30:00,4.11035
86.75,4.659,2.5371,5.8642,2022-03-27 18:00:00,2022-03-27 18:00:00,3.59805
86.771,3.6614,1.7957,4.8996,2022-03-27 18:30:00,2022-03-27 18:30:00,2.72855
86.792,2.461,0.94564,3.7446,2022-03-27 19:00:00,2022-03-27 19:00:00,1.70332
86.812,1.4246,0.46839,2.4604,2022-03-27 19:29:00,2022-03-27 19:30:00,0.946495
86.833,0.87181,0.29463,1.5301,2022-03-27 20:00:00,2022-03-27 20:00:00,0.58322
86.854,0.65345,0.25009,1.0149,2022-03-27 20:30:00,2022-03-27 20:30:00,0.45177
86.875,0.51392,0.22617,0.72024,2022-03-27 21:00:00,2022-03-27 21:00:00,0.370045
86.896,0.44507,0.20082,0.56833,2022-03-27 21:30:00,2022-03-27 21:30:00,0.322945
86.917,0.38046,0.21288,0.4105,2022-03-27 22:00:00,2022-03-27 22:00:00,0.29667
86.938,0.33339,0.17446,0.34352,2022-03-27 22:31:00,2022-03-27 22:30:00,0.253925
86.958,0.3251,0.18033,0.25701,2022-03-27 23:00:00,2022-03-27 23:00:00,0.252715
86.979,0.29316,0.20359,0.18439,2022-03-27 23:30:00,2022-03-27 23:30:00,0.248375
87,0.20293,0.37647,0.17157,2022-03-28,2022-03-28,0.2897
87.021,0.21108,0.36794,0.21984,2022-03-28 00:30:00,2022-03-28 00:30:00,0.28951
87.042,0.24587,0.37284,0.15834,2022-03-28 01:00:00,2022-03-28 01:00:00,0.309355
87.062,0.27358,0.3629,0.1509,2022-03-28 01:29:00,2022-03-28 01:30:00,0.31824
87.083,0.27537,0.34609,0.16203,2022-03-28 02:00:00,2022-03-28 02:00:00,0.31073
87.104,0.28707,0.1166,0.17568,2022-03-28 02:30:00,2022-03-28 02:30:00,0.201835
87.125,0.44338,0.19482,0.18125,2022-03-28 03:00:00,2022-03-28 03:00:00,0.3191
87.146,0.198,0.093209,0.096086,2022-03-28 03:30:00,2022-03-28 03:30:00,0.1456045
87.167,0.19087,0.053972,0.027245,2022-03-28 04:00:00,2022-03-28 04:00:00,0.122421
87.188,0.23828,0.033135,0.066141,2022-03-28 04:31:00,2022-03-28 04:30:00,0.1357075
87.208,0.1252,0.029219,0.062162,2022-03-28 05:00:00,2022-03-28 05:00:00,0.0772095
87.229,0.10591,0.021919,0.10082,2022-03-28 05:30:00,2022-03-28 05:30:00,0.0639145
87.25,0.040879,0.0056433,0.063431,2022-03-28 06:00:00,2022-03-28 06:00:00,0.02326115
87.271,0,0.0029492,0.070062,2022-03-28 06:30:00,2022-03-28 06:30:00,0.0014746
87.292,0.019659,0.012394,0.17449,2022-03-28 07:00:00,2022-03-28 07:00:00,0.0160265
87.312,0.07217,0.16846,0.45309,2022-03-28 07:29:00,2022-03-28 07:30:00,0.120315
87.333,0.29708,0.61997,0.76744,2022-03-28 08:00:00,2022-03-28 08:00:00,0.458525
87.354,1.0706,1.299,2.3277,2022-03-28 08:30:00,2022-03-28 08:30:00,1.1848
87.375,2.1603,2.0684,5.0829,2022-03-28 09:00:00,2022-03-28 09:00:00,2.11435
87.396,2.7152,2.2938,6.6557,2022-03-28 09:30:00,2022-03-28 09:30:00,2.5045
87.417,2.9922,2.5983,7.3077,2022-03-28 10:00:00,2022-03-28 10:00:00,2.79525
87.438,3.3728,2.8726,7.7829,2022-03-28 10:31:00,2022-03-28 10:30:00,3.1227
87.458,3.8389,3.2183,8.5009,2022-03-28 11:00:00,2022-03-28 11:00:00,3.5286
87.479,4.2228,3.357,8.6677,2022-03-28 11:30:00,2022-03-28 11:30:00,3.7899
87.5,4.3835,3.0435,8.2243,2022-03-28 12:00:00,2022-03-28 12:00:00,3.7135
87.521,3.9623,2.4774,6.9728,2022-03-28 12:30:00,2022-03-28 12:30:00,3.21985
87.542,3.147,1.9965,5.9277,2022-03-28 13:00:00,2022-03-28 13:00:00,2.57175
87.562,2.6236,1.7856,5.6432,2022-03-28 13:29:00,2022-03-28 13:30:00,2.2046
87.583,2.5826,1.8408,5.6056,2022-03-28 14:00:00,2022-03-28 14:00:00,2.2117
87.604,2.7568,2.0664,5.5342,2022-03-28 14:30:00,2022-03-28 14:30:00,2.4116
87.625,2.9917,2.2391,5.4072,2022-03-28 15:00:00,2022-03-28 15:00:00,2.6154
87.646,3.0064,2.2994,5.1219,2022-03-28 15:30:00,2022-03-28 15:30:00,2.6529
87.667,2.9026,2.139,5.0029,2022-03-28 16:00:00,2022-03-28 16:00:00,2.5208
87.688,2.4712,1.9214,4.562,2022-03-28 16:31:00,2022-03-28 16:30:00,2.1963
87.708,2.0448,1.5917,4.1539,2022-03-28 17:00:00,2022-03-28 17:00:00,1.81825
87.729,1.6012,1.1596,3.7955,2022-03-28 17:30:00,2022-03-28 17:30:00,1.3804
87.75,1.1667,0.60068,3.4654,2022-03-28 18:00:00,2022-03-28 18:00:00,0.88369
87.771,0.84005,0.87581,3.0734,2022-03-28 18:30:00,2022-03-28 18:30:00,0.85793
87.792,0.61719,0.74985,2.5735,2022-03-28 19:00:00,2022-03-28 19:00:00,0.68352
87.812,0.39888,0.63785,2.0444,2022-03-28 19:29:00,2022-03-28 19:30:00,0.518365
87.833,0.35662,0.59957,1.4451,2022-03-28 20:00:00,2022-03-28 20:00:00,0.478095
87.854,0.28871,0.55096,0.94339,2022-03-28 20:30:00,2022-03-28 20:30:00,0.419835
87.875,0.37125,0.50873,0.64043,2022-03-28 21:00:00,2022-03-28 21:00:00,0.43999
87.896,0.32461,0.49638,0.60496,2022-03-28 21:30:00,2022-03-28 21:30:00,0.410495
87.917,0.39309,0.51045,0.59473,2022-03-28 22:00:00,2022-03-28 22:00:00,0.45177
87.938,0.77943,0.54124,0.63839,2022-03-28 22:31:00,2022-03-28 22:30:00,0.660335
87.958,0.85083,0.61892,0.63839,2022-03-28 23:00:00,2022-03-28 23:00:00,0.734875
87.979,0.76974,0.64315,0.59713,2022-03-28 23:30:00,2022-03-28 23:30:00,0.706445
88,0.27698,0.96031,0.15382,2022-03-29,2022-03-29,0.618645
88.021,0.24251,0.87606,0.019771,2022-03-29 00:30:00,2022-03-29 00:30:00,0.559285
88.042,0.23798,0.85343,0.023957,2022-03-29 01:00:00,2022-03-29 01:00:00,0.545705
88.062,0.20276,0.81938,0.003049,2022-03-29 01:29:00,2022-03-29 01:30:00,0.51107
88.083,0.27838,0.09329,0.089636,2022-03-29 02:00:00,2022-03-29 02:00:00,0.185835
88.104,0.23426,0.084348,0.030828,2022-03-29 02:30:00,2022-03-29 02:30:00,0.159304
88.125,0.24808,0.062575,0.011724,2022-03-29 03:00:00,2022-03-29 03:00:00,0.1553275
88.146,0.32115,0.051461,0.11757,2022-03-29 03:30:00,2022-03-29 03:30:00,0.1863055
88.167,0.43756,0.098305,0.22447,2022-03-29 04:00:00,2022-03-29 04:00:00,0.2679325
88.188,0.26516,0.10473,0.2243,2022-03-29 04:31:00,2022-03-29 04:30:00,0.184945
88.208,0.23636,0.068629,0.22414,2022-03-29 05:00:00,2022-03-29 05:00:00,0.1524945
88.229,0.35026,0.13949,0.2953,2022-03-29 05:30:00,2022-03-29 05:30:00,0.244875
88.25,0.27762,0.11884,0.25558,2022-03-29 06:00:00,2022-03-29 06:00:00,0.19823
88.271,0.24858,0.095083,0.23227,2022-03-29 06:30:00,2022-03-29 06:30:00,0.1718315
88.292,0.34553,0.12616,0.33298,2022-03-29 07:00:00,2022-03-29 07:00:00,0.235845
88.312,0.34002,0.12453,0.34569,2022-03-29 07:29:00,2022-03-29 07:30:00,0.232275
88.333,0.38427,0.11093,0.31211,2022-03-29 08:00:00,2022-03-29 08:00:00,0.2476
88.354,0.35389,0.10227,0.24722,2022-03-29 08:30:00,2022-03-29 08:30:00,0.22808
88.375,0.36522,0.12419,0.3404,2022-03-29 09:00:00,2022-03-29 09:00:00,0.244705
88.396,0.33955,0.085566,0.25558,2022-03-29 09:30:00,2022-03-29 09:30:00,0.212558
88.417,0.26392,0.072696,0.17296,2022-03-29 10:00:00,2022-03-29 10:00:00,0.168308
88.438,0.25547,0.078564,0.17258,2022-03-29 10:31:00,2022-03-29 10:30:00,0.167017
88.458,0.22217,0.082207,0.15845,2022-03-29 11:00:00,2022-03-29 11:00:00,0.1521885
88.479,0.25548,0.098893,0.15938,2022-03-29 11:30:00,2022-03-29 11:30:00,0.1771865
88.5,0.2289,0.074432,0.14487,2022-03-29 12:00:00,2022-03-29 12:00:00,0.151666
88.521,0.26435,0.090164,0.15159,2022-03-29 12:30:00,2022-03-29 12:30:00,0.177257
88.542,0.2523,0.096173,0.19433,2022-03-29 13:00:00,2022-03-29 13:00:00,0.1742365
88.562,0.19563,0.067904,0.16023,2022-03-29 13:29:00,2022-03-29 13:30:00,0.131767
88.583,0.30641,0.18393,0.24847,2022-03-29 14:00:00,2022-03-29 14:00:00,0.24517
88.604,0.36066,0.19373,0.25872,2022-03-29 14:30:00,2022-03-29 14:30:00,0.277195
88.625,0.31685,0.16705,0.20427,2022-03-29 15:00:00,2022-03-29 15:00:00,0.24195
88.646,0.32371,0.11454,0.21113,2022-03-29 15:30:00,2022-03-29 15:30:00,0.219125
88.667,0.31169,0.092144,0.20427,2022-03-29 16:00:00,2022-03-29 16:00:00,0.201917
88.688,0.33755,0.097944,0.21113,2022-03-29 16:31:00,2022-03-29 16:30:00,0.217747
88.708,0.3367,0.10251,0.22607,2022-03-29 17:00:00,2022-03-29 17:00:00,0.219605
88.729,0.33293,0.10202,0.24122,2022-03-29 17:30:00,2022-03-29 17:30:00,0.217475
88.75,0.37564,0.13588,0.26396,2022-03-29 18:00:00,2022-03-29 18:00:00,0.25576
88.771,0.34398,0.15181,0.25495,2022-03-29 18:30:00,2022-03-29 18:30:00,0.247895
88.792,0.43788,0.14489,0.25584,2022-03-29 19:00:00,2022-03-29 19:00:00,0.291385
88.812,0.39037,0.13212,0.24847,2022-03-29 19:29:00,2022-03-29 19:30:00,0.261245
88.833,0.43334,0.15268,0.24122,2022-03-29 20:00:00,2022-03-29 20:00:00,0.29301
88.854,0.42195,0.15291,0.2341,2022-03-29 20:30:00,2022-03-29 20:30:00,0.28743
88.875,0.44865,0.14797,0.22836,2022-03-29 21:00:00,2022-03-29 21:00:00,0.29831
88.896,0.46995,0.17662,0.22163,2022-03-29 21:30:00,2022-03-29 21:30:00,0.323285
88.917,0.52067,0.18002,0.23814,2022-03-29 22:00:00,2022-03-29 22:00:00,0.350345
88.938,0.50567,0.18455,0.21893,2022-03-29 22:31:00,2022-03-29 22:30:00,0.34511
88.958,0.51501,0.16694,0.19313,2022-03-29 23:00:00,2022-03-29 23:00:00,0.340975
88.979,0.5237,0.15023,0.1699,2022-03-29 23:30:00,2022-03-29 23:30:00,0.336965
89,0.10218,0.088474,0.036581,2022-03-30,2022-03-30,0.095327
89.021,0.132,0.10389,0.025184,2022-03-30 00:30:00,2022-03-30 00:30:00,0.117945
89.042,0.1019,0.074894,0.016768,2022-03-30 01:00:00,2022-03-30 01:00:00,0.088397
89.062,0.090807,0.090124,0.011757,2022-03-30 01:29:00,2022-03-30 01:30:00,0.0904655
89.083,0.077072,0.070363,0.0071305,2022-03-30 02:00:00,2022-03-30 02:00:00,0.0737175
89.104,0.041174,0.03813,0.022089,2022-03-30 02:30:00,2022-03-30 02:30:00,0.039652
89.125,0.037146,0.029202,0.027673,2022-03-30 03:00:00,2022-03-30 03:00:00,0.033174
89.146,0.037787,0.021992,0.048807,2022-03-30 03:30:00,2022-03-30 03:30:00,0.0298895
89.167,0.045631,0.037231,0.024039,2022-03-30 04:00:00,2022-03-30 04:00:00,0.041431
89.188,0.031844,0.026506,0.0061296,2022-03-30 04:31:00,2022-03-30 04:30:00,0.029175
89.208,0.021726,0.01029,0.011988,2022-03-30 05:00:00,2022-03-30 05:00:00,0.016008
89.229,0.015176,0.014691,0.029656,2022-03-30 05:30:00,2022-03-30 05:30:00,0.0149335
89.25,0.0082402,0.02026,0.02556,2022-03-30 06:00:00,2022-03-30 06:00:00,0.0142501
89.271,0.0046697,0.036895,0.02556,2022-03-30 06:30:00,2022-03-30 06:30:00,0.02078235
89.292,0.014548,0.046453,0.022525,2022-03-30 07:00:00,2022-03-30 07:00:00,0.0305005
89.312,0.0036842,0.010409,0.022525,2022-03-30 07:29:00,2022-03-30 07:30:00,0.0070466
89.333,0.0015678,0.0058467,0.022525,2022-03-30 08:00:00,2022-03-30 08:00:00,0.00370725
89.354,0,0.014066,0.022525,2022-03-30 08:30:00,2022-03-30 08:30:00,0.007033
89.375,0.0015678,0.023511,0.062376,2022-03-30 09:00:00,2022-03-30 09:00:00,0.0125394
89.396,0.0036842,0.049952,0.17481,2022-03-30 09:30:00,2022-03-30 09:30:00,0.0268181
89.417,0.0036842,0.065677,0.33296,2022-03-30 10:00:00,2022-03-30 10:00:00,0.0346806
89.438,0.0086675,0.078701,0.47221,2022-03-30 10:31:00,2022-03-30 10:30:00,0.04368425
89.458,0,0.083531,0.3564,2022-03-30 11:00:00,2022-03-30 11:00:00,0.0417655
89.479,0,0.077235,0.22618,2022-03-30 11:30:00,2022-03-30 11:30:00,0.0386175
89.5,0,0.049179,0.146,2022-03-30 12:00:00,2022-03-30 12:00:00,0.0245895
89.521,0,0.032543,0.11244,2022-03-30 12:30:00,2022-03-30 12:30:00,0.0162715
89.542,0,0.014814,0.13069,2022-03-30 13:00:00,2022-03-30 13:00:00,0.007407
89.562,0,0.02452,0.23141,2022-03-30 13:29:00,2022-03-30 13:30:00,0.01226
89.583,0,0.048066,0.2937,2022-03-30 14:00:00,2022-03-30 14:00:00,0.024033
89.604,0.016784,0.13072,0.49621,2022-03-30 14:30:00,2022-03-30 14:30:00,0.073752
89.625,0.13442,0.39942,1.1005,2022-03-30 15:00:00,2022-03-30 15:00:00,0.26692
89.646,0.26119,0.38939,1.5492,2022-03-30 15:30:00,2022-03-30 15:30:00,0.32529
89.667,0.3403,0.3348,1.6825,2022-03-30 16:00:00,2022-03-30 16:00:00,0.33755
89.688,0.34395,0.3575,1.5373,2022-03-30 16:31:00,2022-03-30 16:30:00,0.350725
89.708,0.36945,0.61801,1.617,2022-03-30 17:00:00,2022-03-30 17:00:00,0.49373
89.729,0.26632,0.48427,1.5201,2022-03-30 17:30:00,2022-03-30 17:30:00,0.375295
89.75,0.20023,0.53028,1.5628,2022-03-30 18:00:00,2022-03-30 18:00:00,0.365255
89.771,0.10252,0.28447,1.444,2022-03-30 18:30:00,2022-03-30 18:30:00,0.193495
89.792,0.019804,0.18058,0.98181,2022-03-30 19:00:00,2022-03-30 19:00:00,0.100192
89.812,0.0038344,0.053521,0.51771,2022-03-30 19:29:00,2022-03-30 19:30:00,0.0286777
89.833,0,0.036682,0.2822,2022-03-30 20:00:00,2022-03-30 20:00:00,0.018341
89.854,0,0.040449,0.19193,2022-03-30 20:30:00,2022-03-30 20:30:00,0.0202245
89.875,0.0038164,0.041785,0.1338,2022-03-30 21:00:00,2022-03-30 21:00:00,0.0228007
89.896,0.0038164,0.029128,0.095281,2022-03-30 21:30:00,2022-03-30 21:30:00,0.0164722
89.917,0,0.016672,0.059791,2022-03-30 22:00:00,2022-03-30 22:00:00,0.008336
89.938,0.012815,0.019456,0.028219,2022-03-30 22:31:00,2022-03-30 22:30:00,0.0161355
89.958,0.012815,0.064373,0.0030946,2022-03-30 23:00:00,2022-03-30 23:00:00,0.038594
89.979,0.0038164,0.046699,0,2022-03-30 23:30:00,2022-03-30 23:30:00,0.0252577
90,0.019171,0.36485,0.019893,2022-03-31,2022-03-31,0.1920105
90.021,0.027282,0.29764,0.01483,2022-03-31 00:30:00,2022-03-31 00:30:00,0.162461
90.042,0.019388,0.26358,0.0060192,2022-03-31 01:00:00,2022-03-31 01:00:00,0.141484
90.062,0.045784,0.16184,0.0060192,2022-03-31 01:29:00,2022-03-31 01:30:00,0.103812
90.083,0.034243,0.098747,0.003066,2022-03-31 02:00:00,2022-03-31 02:00:00,0.066495
90.104,0.022998,0.10452,0.003066,2022-03-31 02:30:00,2022-03-31 02:30:00,0.063759
90.125,0.040425,0.11453,0.003066,2022-03-31 03:00:00,2022-03-31 03:00:00,0.0774775
90.146,0.032305,0.093201,0.0072034,2022-03-31 03:30:00,2022-03-31 03:30:00,0.062753
90.167,0.010617,0.19765,0.0029532,2022-03-31 04:00:00,2022-03-31 04:00:00,0.1041335
90.188,0.010474,0.041596,0.0029532,2022-03-31 04:31:00,2022-03-31 04:30:00,0.026035
90.208,0.020939,0.063589,0.0029532,2022-03-31 05:00:00,2022-03-31 05:00:00,0.042264
90.229,0.0038736,0.083666,0.0060192,2022-03-31 05:30:00,2022-03-31 05:30:00,0.0437698
90.25,0.021386,0.023184,0.003066,2022-03-31 06:00:00,2022-03-31 06:00:00,0.022285
