Day of Year,Pinus strobiformis Average Sap flow,Pinus strobiformis sd, Pinus ponderosa Avg. sap flow,Pinus ponderosa sd, Pseudotsuga menziesii Avg. sap flow, Pseudotsuga menziesii sd,Pinus strobiformis  Sensor M1S,Pinus strobiformis Sensor M2N, Pinus strobiformis Sensor M2S, Pinus ponderosa Sensor P1N, Pinus ponderosa Sensor P3S, Pinus ponderosa Sensor P3N,Pseudotsuga menziesii Sensor D1S,Pseudotsuga menziesii Sensor D2S
215.96,0.24747,0.14216,0.2733,0.12778,0.47414,0.30295,0.16053,0.17035,0.41153,0.30708,0.13202,0.3808,0.25992,0.68836
215.98,0.19259,0.12681,0.40863,0.045332,0.42802,0.25948,0.087863,0.15634,0.33358,0.36051,0.41482,0.45054,0.24454,0.6115
216,0.080467,0.11167,0.18842,0.20457,0.28683,0.35795,0,0.033444,0.20796,0.13122,0.4155,0.018533,0.033723,0.53994
216.02,0.091216,0.058058,0.083187,0.069157,0.22777,0.31348,0.049364,0.066788,0.1575,0.074922,0.1561,0.018533,0.0061036,0.44943
216.04,0.11753,0.087997,0.091567,0.064908,0.18144,0.2566,0.20898,0.033444,0.11017,0.026295,0.1561,0.092301,0,0.36289
216.06,0.07353,0.046916,0.061942,0.027873,0.055629,0.07004,0.11646,0.023449,0.080682,0.037507,0.056018,0.092301,0.0061036,0.10515
216.08,0.066888,0.069801,0.0229,0.027055,0.019976,0.019619,0.14606,0.014222,0.040383,0.015947,0,0.052753,0.0061036,0.033848
216.1,0.071035,0.078251,0.011493,0.010037,0.0071701,0.01014,0.16135,0.023449,0.028309,0.015947,0,0.018533,0.01434,0
216.12,0.094275,0.12866,0.014196,0.020347,0.016861,0.023846,0.24208,0.033444,0.0073058,0.037507,0.0050808,0,0.033723,0
216.15,0.12684,0.19146,0.026628,0.020007,0.052382,0.074079,0.34707,0.033444,0,0.049414,0.011936,0.018533,0.10476,0
216.17,0.16679,0.25393,0.071882,0.075509,0.30048,0.36188,0.45961,0.033444,0.0073058,0.037507,0.019677,0.15846,0.55636,0.04459
216.19,0.11989,0.136,0.24214,0.31251,0.56976,0.72677,0.27616,0.055193,0.028309,0.11658,0.011936,0.5979,1.0837,0.055862
216.21,0.22326,0.18115,0.55209,0.42671,1.1538,1.5687,0.24208,0.033444,0.39427,0.06191,0.75391,0.84047,2.263,0.04459
216.23,0.3195,0.32373,0.47349,0.3827,0.86709,1.1306,0.31118,0,0.64731,0.037507,0.75391,0.62906,1.6666,0.067597
216.25,0.30347,0.29154,0.41757,0.3552,0.67651,0.86113,0.32902,0,0.58139,0.026295,0.71971,0.50672,1.2854,0.067597
216.27,0.30235,0.26512,0.3376,0.31979,0.53698,0.71154,0.3838,0.0060532,0.51719,0,0.63595,0.37686,1.0401,0.033848
216.29,0.21565,0.18716,0.25775,0.27945,0.40437,0.45909,0.31118,0,0.33576,0,0.55476,0.21849,0.729,0.079748
216.31,0.6738,0.59472,0.15753,0.21356,0.47781,0.14054,0.49865,0.18632,1.3364,0,0.40061,0.071988,0.37843,0.57718
216.33,2.5285,1.8164,0.19125,0.26344,1.8993,1.9254,1.674,1.297,4.6146,0,0.49173,0.08202,0.53788,3.2608
216.35,3.5819,2.0172,0.57752,0.35338,3.5765,1.6244,2.8525,2.0309,5.8623,0.38419,0.98538,0.36298,2.4279,4.7251
216.38,4.2855,2.1163,0.95127,0.45152,3.7601,2.1937,3.3801,2.7724,6.7039,0.7049,1.4724,0.67651,2.2089,5.3113
216.4,5.2213,2.4661,1.3618,0.5673,4.2271,1.855,4.6869,3.0663,7.9109,1.1144,2.0108,0.96032,2.9155,5.5388
216.42,5.3603,3.0046,1.4149,0.63469,3.7978,2.247,3.7263,3.5269,8.8278,1.0666,2.1475,1.0306,2.2089,5.3867
216.44,4.6139,2.811,1.4832,0.6968,3.1833,2.4865,2.9167,3.0663,7.8585,1.1144,2.2869,1.0484,1.425,4.9415
216.46,4.5445,2.8005,1.2752,0.68263,3.1648,1.9064,2.6008,3.2783,7.7545,0.79173,2.0561,0.97777,1.8167,4.5128
216.48,6.5411,3.6072,1.8326,0.69732,4.6071,1.9231,4.5715,4.3475,10.704,1.569,2.6233,1.3055,3.2473,5.9669
216.5,10.021,4.853,2.9251,0.82381,7.8425,1.7769,8.2316,6.3172,15.515,3.1489,3.6139,2.0125,6.5861,9.099
216.52,9.8357,3.9321,3.2326,0.90627,8.0118,1.0582,9.6512,5.999,13.857,3.7306,3.7807,2.1866,7.2635,8.7601
216.54,8.2795,3.6243,2.6735,0.79279,6.9499,1.3718,7.2094,5.3108,12.318,3.1821,3.0783,1.76,5.9799,7.92
216.56,8.2801,3.5304,2.452,0.82783,6.8123,1.1213,7.7362,5.0532,12.051,2.9848,2.8729,1.4983,6.0195,7.6052
216.58,9.2107,4.1004,2.8158,0.88066,7.3639,1.5049,8.2316,5.6885,13.712,3.384,3.2622,1.8014,6.2998,8.428
216.6,7.64,3.4137,2.5348,0.77767,6.4661,0.68756,6.7921,4.7301,11.398,3.0173,2.9494,1.6377,5.9799,6.9523
216.62,7.6982,3.5309,2.1331,0.66739,6.3293,0.881,6.5655,4.8726,11.656,2.5112,2.5256,1.3625,5.7063,6.9523
216.65,7.4647,3.3357,1.9855,0.61254,6.1378,0.50054,6.3869,4.8011,11.206,2.2406,2.4292,1.2866,5.7839,6.4918
216.67,7.9498,3.5958,2.1108,0.65126,6.5011,0.39878,7.0224,4.9085,11.918,2.4199,2.5499,1.3625,6.2191,6.783
216.69,8.9581,4.1778,2.1834,0.59714,7.1997,0.57336,7.8831,5.4229,13.568,2.3596,2.6726,1.518,6.7943,7.6052
216.71,8.8432,4.0461,2.0085,0.53893,7.1665,0.9374,7.639,5.536,13.355,1.7847,2.6233,1.6175,6.5037,7.8293
216.73,8.14,3.7957,1.8949,0.4499,6.714,1.2603,6.6557,5.3108,12.454,1.8678,2.3577,1.4591,5.8229,7.6052
216.75,7.5799,3.4277,1.6666,0.37273,6.0582,1.5066,5.865,5.348,11.527,1.7847,1.9659,1.2491,4.9928,7.1235
216.77,6.0418,3.1066,1.3312,0.33637,4.8962,1.2917,4.0853,4.4161,9.6238,1.5164,1.5343,0.94295,3.9828,5.8096
216.79,4.3792,2.4506,0.9126,0.28825,3.8365,1.0061,2.7257,3.2172,7.1947,1.1144,1.041,0.58246,3.1251,4.5479
216.81,2.4747,1.4499,0.45213,0.21305,2.5784,0.74849,1.4627,1.8258,4.1357,0.57944,0.57079,0.20617,2.0492,3.1077
216.83,1.2052,0.7078,0.20373,0.14676,1.5705,0.68854,0.79091,0.80227,2.0225,0.27645,0.29992,0.03481,1.0837,2.0574
216.85,0.64916,0.35912,0.12112,0.1164,0.86647,0.56712,0.5384,0.35848,1.0506,0.13122,0.23215,0,0.46545,1.2675
216.88,0.3518,0.21508,0.098547,0.096728,0.45985,0.3846,0.36533,0.13027,0.5598,0.10229,0.19335,0,0.18789,0.7318
216.9,0.21936,0.15923,0.085086,0.098735,0.31897,0.33873,0.259,0.044057,0.35503,0.06191,0.19335,0,0.079452,0.55849
216.92,0.16738,0.14517,0.064713,0.06616,0.24158,0.29395,0.259,0,0.24313,0.06191,0.13223,0,0.033723,0.44943
216.94,0.13874,0.12139,0.045165,0.056993,0.21033,0.26401,0.2254,0,0.19082,0.026295,0.1092,0,0.023644,0.39701
216.96,0.085551,0.074141,0.034248,0.038841,0.16778,0.22865,0.13109,0,0.12556,0.026295,0.07645,0,0.0061036,0.32946
216.98,0.075544,0.065498,0.034248,0.038841,0.14035,0.19848,0.11646,0,0.11017,0.026295,0.07645,0,0,0.2807
217,0.07043,0.051981,0.02579,0.024714,0.15685,0.1744,0.11658,0.014118,0.080595,0.049265,0.028106,0,0.033537,0.28017
217.02,0.049185,0.041337,0.021833,0.01947,0.12077,0.13754,0.088397,0.006009,0.053149,0.037394,0.028106,0,0.023514,0.21802
217.04,0.098932,0.038484,0.072365,0.018236,0.135,0.0962,0.11658,0.054789,0.12543,0.08813,0.076573,0.052393,0.066973,0.20302
217.06,0.018191,0.015785,0.0099623,0.0027957,0.079819,0.092714,0.026295,0,0.028279,0.0067663,0.011955,0.011166,0.014261,0.14538
217.08,0.0024327,0.0042135,0.0037219,0.0064465,0.065807,0.093065,0,0,0.007298,0,0,0.011166,0,0.13161
217.1,0.041059,0.013625,0.048522,0.012345,0.074569,0.042978,0.026295,0.043735,0.053149,0.037394,0.046373,0.061801,0.044179,0.10496
217.12,0.048482,0.0095395,0.076061,0.023311,0.061365,0.0079304,0.037507,0.054789,0.053149,0.049265,0.087247,0.091671,0.066973,0.055758
217.15,0.040475,0.014247,0.084186,0.023943,0.050379,0.023467,0.026295,0.054789,0.04034,0.061723,0.10938,0.081461,0.066973,0.033786
217.17,0.052017,0.013174,0.069931,0.007548,0.030731,0.034812,0.049414,0.066298,0.04034,0.061723,0.076573,0.071497,0.055346,0.0061149
217.19,0.052664,0.023394,0.070257,0.014714,0.025147,0.026915,0.074922,0.054789,0.028279,0.061723,0.087247,0.061801,0.044179,0.0061149
217.21,0.05279,0.031166,0.066468,0.0048936,0.022089,0.031239,0.074922,0.066298,0.017149,0.061723,0.066185,0.071497,0.044179,0
217.23,0.061914,0.042741,0.063236,0.002554,0.016768,0.023714,0.10229,0.066298,0.017149,0.061723,0.066185,0.061801,0.033537,0
217.25,0.066999,0.073865,0.055948,0.0090026,0.014814,0.012303,0.14621,0.054789,0,0.049265,0.066185,0.052393,0.023514,0.0061149
217.27,0.062235,0.073867,0.029031,0.019536,0.040866,0.037626,0.14621,0.033199,0.007298,0.0067663,0.037021,0.043305,0.014261,0.067472
217.29,0.14209,0.10314,0,0,0.19813,0.28019,0.074922,0.090502,0.26085,0,0,0,0,0.39626
217.31,1.1409,1.0646,0,0,1.306,1.7522,0.27645,0.81622,2.33,0,0,0,0.066973,2.545
217.33,2.6823,1.8315,0.22002,0.082964,3.1803,2.1199,1.3616,1.9123,4.7731,0.22494,0.30041,0.1347,1.6813,4.6794
217.35,4.3582,2.4577,0.76232,0.16214,4.4123,2.3481,2.7287,3.1608,7.1852,0.74567,0.93213,0.60914,2.752,6.0726
217.38,5.4797,2.6711,1.2071,0.21561,5.0061,2.7299,4.2747,3.6235,8.541,1.2571,1.3933,0.97084,3.0758,6.9365
217.4,5.0589,2.6897,1.0752,0.17616,4.9624,1.5139,3.4523,3.5604,8.1641,1.0161,1.2734,0.93627,3.8919,6.0329
217.42,3.2782,1.9503,0.70916,0.15366,2.903,1.0758,1.84,2.4966,5.4981,0.57764,0.87806,0.67177,2.1423,3.6637
217.44,3.3801,2.1993,0.59114,0.18625,3.1874,1.3265,1.649,2.6364,5.8548,0.42046,0.7898,0.56316,2.2494,4.1253
217.46,4.042,2.4847,0.71797,0.23697,3.1525,0.76861,2.0947,3.1909,6.8404,0.49762,0.96864,0.68765,2.609,3.696
217.48,2.947,1.7674,0.5496,0.22205,2.4871,0.78327,1.569,2.3323,4.9397,0.32834,0.77243,0.54802,1.9332,3.0409
217.5,4.0409,2.4623,0.55705,0.18724,2.8663,0.67976,2.2112,3.0711,6.8404,0.38301,0.75515,0.53298,2.3856,3.347
217.52,8.0513,3.8644,1.3337,0.25377,5.4227,1.5494,6.0873,5.5633,12.503,1.3069,1.5998,1.0943,4.3272,6.5183
217.54,9.3258,3.9439,2.315,0.51556,6.401,1.3048,7.992,6.2217,13.764,2.6883,2.5301,1.7268,5.4784,7.3237
217.56,7.4061,3.4447,1.8656,0.4444,5.5851,1.4367,5.535,5.3019,11.381,2.2333,1.9918,1.3718,4.5692,6.6009
217.58,7.6851,3.5451,1.671,0.39064,5.4149,0.53994,5.8721,5.4132,11.77,2.0021,1.7708,1.2402,5.0331,5.7967
217.6,7.2339,3.1072,1.7396,0.44815,5.7004,0.52647,5.6603,5.2282,10.813,2.1456,1.8143,1.2587,5.3281,6.0726
217.62,7.0305,3.0222,1.6596,0.45326,5.408,0.060111,5.5767,5.0099,10.505,2.0878,1.706,1.1849,5.3655,5.4505
217.65,5.8752,2.6984,1.3142,0.37717,4.6815,0.40405,4.1267,4.516,8.9829,1.6704,1.353,0.91911,4.3958,4.9672
217.67,4.0628,1.842,0.85869,0.28634,3.5573,0.38017,2.792,3.2211,6.1753,1.1349,0.87806,0.56316,3.2885,3.8261
217.69,3.8073,1.9303,0.59656,0.21861,3.0108,0.60821,2.3297,3.1009,5.9912,0.81128,0.60415,0.37425,2.5807,3.4408
217.71,3.0184,1.482,0.4036,0.18066,2.4294,0.73796,1.8678,2.4966,4.6907,0.57764,0.41618,0.21699,1.9075,2.9512
217.73,3.032,1.5842,0.34306,0.17419,2.0353,0.84154,1.7847,2.4966,4.8145,0.51736,0.34284,0.16898,1.4402,2.6303
217.75,3.0461,1.6205,0.30439,0.17171,1.9633,1.0653,1.73,2.5522,4.8561,0.47805,0.30041,0.1347,1.2101,2.7166
217.77,3.624,1.8712,0.3046,0.19878,2.2055,1.4394,2.2999,2.8075,5.7647,0.51736,0.27281,0.12364,1.1877,3.2233
217.79,3.4495,1.9204,0.23874,0.16389,1.9416,1.3439,1.8678,2.8944,5.5863,0.42046,0.19366,0.10211,0.99128,2.8919
217.81,2.1382,1.1437,0.15026,0.096906,1.5809,1.1263,1.2116,1.7865,3.4165,0.25847,0.1208,0.071497,0.78444,2.3773
217.83,2.0841,1.4038,0.020574,0.035636,1.8401,1.7408,0.90369,1.7122,3.6364,0.061723,0,0,0.60918,3.071
217.85,2.3254,1.7103,0.0022554,0.0039065,2.1534,2.3656,0.79173,2.0148,4.1697,0.0067663,0,0,0.4806,3.8261
217.88,1.4746,1.1062,0,0,1.4417,1.6004,0.46009,1.3097,2.654,0,0,0,0.31009,2.5733
217.9,1.1096,0.89191,0,0,1.0866,1.2928,0.27645,1.002,2.0505,0,0,0,0.17241,2.0008
217.92,0.95529,0.82009,0,0,0.98139,1.2586,0.17712,0.87707,1.8117,0,0,0,0.091424,1.8714
217.94,0.88966,0.72739,0,0,0.86261,1.1416,0.22563,0.77628,1.6671,0,0,0,0.055346,1.6699
217.96,0.78667,0.70732,0,0,0.70213,0.95971,0.11658,0.71731,1.5261,0,0,0,0.023514,1.3808
217.98,0.66241,0.64482,0,0,0.54592,0.76347,0.049414,0.60288,1.3349,0,0,0,0.0060699,1.0858
218,0.12355,0.022638,0.061361,0.063989,0.20821,0.18364,0.11587,0.10575,0.14903,0.048626,0.13076,0.0046965,0.078359,0.33806
218.02,0.089472,0.010176,0.05589,0.067414,0.16102,0.13379,0.087863,0.080197,0.10036,0.03691,0.13076,0,0.06642,0.25563
218.04,0.058464,0.014958,0.059791,0.073936,0.096615,0.07467,0.07447,0.04484,0.056081,0.03691,0.14246,0,0.043815,0.14941
218.06,0.12797,0.0183,0.12002,0.08851,0.11236,0.012792,0.11587,0.11902,0.14903,0.10066,0.2166,0.042786,0.10332,0.12141
218.08,0.11327,0.016676,0.13201,0.090147,0.080309,0.032542,0.10167,0.10575,0.13238,0.11471,0.22955,0.051766,0.10332,0.057298
218.1,0.079443,0.0088205,0.11119,0.083199,0.056538,0.030859,0.087863,0.080197,0.07027,0.086985,0.20381,0.042786,0.078359,0.034717
218.12,0.050265,0.0352,0.11308,0.068877,0.05135,0.038197,0.087863,0.04484,0.018092,0.086985,0.19119,0.06106,0.078359,0.024341
218.15,0.056137,0.054964,0.093738,0.045724,0.05135,0.038197,0.11587,0.04484,0.0076991,0.086985,0.14246,0.051766,0.078359,0.024341
218.17,0.076043,0.034493,0.088515,0.037128,0.056094,0.0017027,0.11587,0.056175,0.056081,0.073726,0.13076,0.06106,0.05489,0.057298
218.19,0.10475,0.026227,0.069374,0.01452,0.074772,0.028118,0.10167,0.080197,0.13238,0.060923,0.08614,0.06106,0.05489,0.094655
218.21,0,0,0.0015655,0.0027115,0.01217,0.017211,0,0,0,0,0,0.0046965,0,0.024341
218.23,0.013239,0.012145,0.055246,0.0088867,0.021907,0.030982,0.015851,0.023865,0,0.048626,0.065346,0.051766,0.043815,0
218.25,0.02994,0.019629,0.065778,0.027034,0.021907,0.030982,0.037281,0.04484,0.0076991,0.048626,0.096941,0.051766,0.043815,0
218.27,0.61498,0.46331,0.063283,0.021773,0.19947,0.22013,0.19184,0.54304,1.11,0.060923,0.08614,0.042786,0.043815,0.35512
218.29,1.8932,1.5368,0.11356,0.073723,1.1014,1.5491,0.45726,1.7082,3.5141,0.18991,0.10799,0.042786,0.00602,2.1968
218.31,3.0776,1.8494,0.54158,0.16509,2.6511,2.4188,1.6651,2.3967,5.1709,0.67237,0.5963,0.35608,0.94079,4.3615
218.33,4.3391,2.3151,0.98462,0.18503,5.0213,1.8311,2.7419,3.2813,6.9942,1.0024,1.1602,0.79136,3.7265,6.3162
218.35,5.3612,2.3062,1.4874,0.26115,5.3832,1.9759,4.3192,3.76,8.0045,1.4907,1.7468,1.2245,3.986,6.7803
218.38,6.7104,2.5385,1.943,0.32292,6.4624,1.5726,6.0864,4.5421,9.5028,2.0303,2.2132,1.5853,5.3504,7.5744
218.4,6.5759,2.4377,2.1082,0.39044,6.053,1.1504,5.9575,4.5069,9.2632,2.26,2.3998,1.6646,5.2395,6.8664
218.42,7.5155,2.9455,2.5127,0.56689,6.8288,1.1186,6.5702,5.1587,10.818,2.932,2.7383,1.8677,6.0378,7.6198
218.44,7.4602,3.0859,2.6148,0.63946,6.7133,0.89968,6.3482,5.0845,10.948,3.093,2.8628,1.8884,6.0771,7.3495
218.46,6.996,2.8942,2.459,0.63016,6.3049,0.9781,5.7454,4.9373,10.305,2.9961,2.6157,1.7653,5.6133,6.9965
218.48,7.2863,2.9883,2.7488,0.70571,6.9652,0.16795,6.0864,5.0845,10.688,3.3905,2.8628,1.993,6.8464,7.084
218.5,6.5703,2.3998,2.2875,0.60304,6.0359,0.16307,6.0003,4.5069,9.2038,2.8685,2.3293,1.6646,5.9206,6.1512
218.52,6.3405,2.0447,1.9615,0.51908,5.9545,0.047891,5.9148,4.5421,8.5645,2.4675,1.9868,1.4302,5.9206,5.9884
218.54,3.9901,1.0419,1.2692,0.31063,4.0153,0.2877,4.2082,2.8565,4.9058,1.5947,1.237,0.97591,4.2187,3.8118
218.56,4.0737,1.3419,0.92402,0.29803,4.0235,0.32908,3.6353,3.0058,5.5799,1.2399,0.88422,0.64789,3.7908,4.2562
218.58,3.6207,0.99915,0.84577,0.26681,3.4806,0.14129,3.463,2.7098,4.6894,1.1195,0.83142,0.58642,3.3807,3.5806
218.6,7.9491,3.0658,1.8312,0.64664,5.8008,0.26521,7.1182,5.3844,11.345,2.4976,1.7897,1.2063,5.6133,5.9884
218.62,7.1255,2.6279,2.2969,0.60785,6.2945,0.086295,6.3482,4.9739,10.054,2.9002,2.3059,1.6846,6.3555,6.2335
218.65,9.0873,3.4788,3.1663,0.99972,6.7401,1.1772,9.3185,5.4988,12.445,4.2331,3.0148,2.251,7.5725,5.9077
218.67,9.7914,3.688,3.5414,0.95095,8.374,0.80779,9.1054,6.4945,13.774,4.5302,3.4606,2.6334,8.9452,7.8028
218.69,6.3623,2.0697,2.3708,0.65779,5.7494,1.1435,5.4133,4.9373,8.7364,3.093,2.2132,1.8061,6.5579,4.9408
218.71,7.9652,2.8479,2.0856,0.35514,6.3196,0.23128,6.796,5.8879,11.212,2.4076,2.1445,1.7047,6.1561,6.4831
218.73,8.5133,3.0231,2.5995,0.39808,6.8649,0.43416,7.8338,5.8879,11.818,2.8685,2.7879,2.1422,6.5579,7.1719
218.75,7.1369,2.6351,2.5222,0.46599,5.6545,0.58693,5.5782,5.653,10.179,2.964,2.5672,2.0353,5.2395,6.0696
218.77,5.507,2.1207,1.9354,0.43019,4.8533,0.65781,4.1348,4.4367,7.9496,2.4076,1.833,1.5657,4.3881,5.3184
218.79,4.6649,1.8968,1.4998,0.37221,3.9103,0.4398,3.3611,3.7927,6.8409,1.9184,1.3746,1.2063,3.5993,4.2213
218.81,3.0481,1.1377,1.059,0.26848,3.3896,0.69199,2.2553,2.5374,4.3517,1.3637,0.95587,0.85733,2.9003,3.8789
218.83,1.7532,0.63216,0.6352,0.18416,2.4844,0.6585,1.2778,1.5112,2.4706,0.84427,0.5643,0.49702,2.0188,2.9501
218.85,1.0116,0.35873,0.42206,0.12948,1.9496,0.86903,0.72186,0.90011,1.4128,0.56997,0.36701,0.3292,1.3351,2.5641
218.88,0.58671,0.17458,0.33535,0.11914,1.5206,0.87865,0.43812,0.54304,0.77898,0.47173,0.28287,0.25147,0.8993,2.1419
218.9,0.38737,0.078098,0.36836,0.02429,1.083,0.65088,0.47658,0.33134,0.35419,0.39634,0.35266,0.35608,0.62279,1.5433
218.92,0.2742,0.46293,0.2241,0.080391,0.56615,0.31986,0.80874,0.0061605,0.0076991,0.18991,0.16646,0.31594,0.33997,0.79232
218.94,0.19195,0.33247,0.11574,0.082119,0.44783,0.28718,0.57586,0,0,0.12912,0.027751,0.19035,0.24477,0.6509
218.96,0.033892,0.058702,0.089083,0.060991,0.1462,0.035053,0.10167,0,0,0.11471,0.01946,0.13308,0.17098,0.12141
218.98,0.029288,0.050728,0.077886,0.028655,0.069018,0.048509,0.087863,0,0,0.086985,0.045786,0.10089,0.10332,0.034717
219,0.42915,0.30831,0.095968,0.051619,0.4545,0.36223,0.71517,0.10256,0.46971,0.12873,0.036466,0.1227,0.19837,0.71063
219.02,0.25057,0.14973,0.098751,0.06103,0.28761,0.10549,0.34215,0.077787,0.33178,0.15844,0.036466,0.10134,0.21302,0.3622
219.04,0.11358,0.10069,0.090293,0.053487,0.15256,0.0855,0.12925,0.0059763,0.20551,0.14343,0.036466,0.09098,0.21302,0.092106
219.06,0.10832,0.050891,0.088283,0.037295,0.099149,0.1199,0.11483,0.054489,0.15565,0.12873,0.055266,0.080847,0.18393,0.014367
219.08,0.085575,0.045613,0.072331,0.027365,0.096708,0.10327,0.11483,0.033018,0.10888,0.10036,0.045678,0.070959,0.16973,0.023688
219.1,0.060228,0.043635,0.058461,0.024515,0.064902,0.071468,0.10076,0.014041,0.065886,0.086725,0.045678,0.042979,0.11544,0.014367
219.12,0.086662,0.10418,0.058397,0.025733,0.079972,0.050155,0.20603,0.014041,0.039912,0.086725,0.036466,0.051999,0.11544,0.044507
219.15,0.065798,0.094257,0.0453,0.027121,0.056847,0.046894,0.17445,0.0059763,0.016967,0.073506,0.019414,0.042979,0.090006,0.023688
219.17,0.036672,0.043993,0.042754,0.030866,0.041951,0.05068,0.087072,0.0059763,0.016967,0.073506,0.011776,0.042979,0.077787,0.0061149
219.19,0.020328,0.035209,0.040913,0.017488,0.038893,0.055003,0.060983,0,0,0.060741,0.027685,0.034313,0.077787,0
219.21,0.052402,0.018617,0.072516,0.024997,0.058465,0.062365,0.0738,0.043496,0.039912,0.10036,0.065191,0.051999,0.10256,0.014367
219.23,0.020532,0.017474,0.034405,0.015211,0.049627,0.0086707,0.015709,0.0059763,0.039912,0.048481,0.036466,0.018269,0.043496,0.055758
219.25,0.034296,0.041021,0.018138,0.0085775,0.066088,0.073605,0,0.02315,0.079738,0.015646,0.027685,0.011082,0.014041,0.11813
219.27,0.38243,0.4002,0,0,0.1811,0.25612,0.036947,0.28938,0.82096,0,0,0,0,0.3622
219.29,2.1975,1.957,0.11088,0.082527,0.82259,1.1633,0.45307,1.8257,4.3138,0.20521,0.075423,0.051999,0,1.6452
219.31,3.2094,2.2348,0.4709,0.14498,1.9447,2.5684,1.4923,2.3996,5.7363,0.62899,0.43954,0.34416,0.12861,3.7608
219.33,5.4202,3.4008,1.1251,0.20429,4.0503,2.525,2.9994,3.9529,9.3084,1.285,1.1954,0.89498,2.2648,5.8358
219.35,6.7001,3.4944,1.7258,0.25896,5.6481,2.8058,4.958,4.4192,10.723,1.8027,1.9375,1.4371,3.6641,7.6321
219.38,7.7705,3.9471,2.0451,0.31018,6.0644,2.4704,5.6841,5.3045,12.323,2.166,2.2767,1.6927,4.3175,7.8112
219.4,9.2477,4.1799,2.5486,0.52141,7.6931,2.0268,7.6501,6.1022,13.991,2.9542,2.7311,1.9604,6.2599,9.1263
219.42,9.7195,4.6927,2.8971,0.77129,7.8623,1.5808,7.5546,6.5001,15.104,3.651,2.9308,2.1095,6.7445,8.9801
219.44,9.9593,4.88,3.2092,1.0595,8.7121,1.6468,7.6501,6.6625,15.565,4.2918,3.1612,2.1744,7.5476,9.8765
219.46,10.768,5.4565,3.5259,1.2068,8.901,1.1636,8.2862,6.9933,17.024,4.7802,3.4246,2.373,8.0782,9.7238
219.48,10.898,5.2432,3.733,1.32,9.3205,1.3717,8.6908,7.1193,16.884,5.1312,3.5592,2.5085,8.3505,10.29
219.5,11.009,5.1542,3.8643,1.4688,9.8419,1.3854,8.8452,7.2891,16.892,5.4522,3.5863,2.5542,8.8623,10.822
219.52,12.656,5.0732,4.159,1.5999,10.561,1.3781,12.639,7.5911,17.737,5.8656,3.9183,2.6931,9.5868,11.536
219.54,12.443,5.2346,4.3161,1.5955,10.266,1.1693,11.465,7.7664,18.098,6.0348,4.0314,2.8821,9.4394,11.093
219.56,12.957,5.4525,4.4861,1.8589,10.667,1.3875,11.951,8.0782,18.843,6.5116,4.0885,2.8582,9.6858,11.648
219.58,11.773,4.8736,4.1002,1.6516,10.231,0.91128,10.416,7.7224,17.182,5.9077,3.7233,2.6698,9.5868,10.876
219.6,9.6803,4.0566,2.9569,1.2227,8.7843,0.48358,8.1371,6.6217,14.282,4.3286,2.5605,1.9815,8.4424,9.1263
219.62,8.5547,3.6196,2.6563,1.0551,7.9943,0.32224,6.6769,6.2599,12.727,3.8249,2.3701,1.7738,7.7664,8.2221
219.65,6.5447,2.6529,1.9113,0.7291,5.9709,0.14391,5.2753,4.7651,9.5938,2.7029,1.7638,1.2673,5.8691,6.0726
219.67,7.1643,3.3099,1.7795,0.6059,6.5138,0.35904,4.958,5.5648,10.97,2.4295,1.6787,1.2304,6.2599,6.7677
219.69,5.2221,2.1403,1.4096,0.43868,4.6351,0.062619,4.0202,3.9529,7.6932,1.8573,1.3911,0.9805,4.5908,4.6794
219.71,5.4158,2.7587,1.1429,0.36654,4.2354,0.62786,3.2939,4.4192,8.5343,1.5117,1.1383,0.77869,3.7914,4.6794
219.73,5.6958,2.6529,1.2379,0.3858,4.882,0.75046,3.9844,4.3513,8.7517,1.6158,1.2533,0.84465,4.3513,5.4126
219.75,5.3827,2.7433,1.2568,0.33765,3.9152,0.88108,3.5299,4.084,8.5343,1.5635,1.3119,0.89498,3.2921,4.5382
219.77,4.7326,2.6076,1.094,0.25419,3.6963,1.2403,2.7772,3.7276,7.6932,1.3345,1.1195,0.82803,2.8192,4.5733
219.79,3.0675,1.7595,0.69585,0.17526,2.7163,0.93596,1.6757,2.4817,5.0452,0.86374,0.70975,0.51405,2.0545,3.3781
219.81,1.5327,0.99523,0.3611,0.13102,1.6884,0.70431,0.67306,1.3021,2.623,0.48953,0.36613,0.22763,1.1904,2.1864
219.83,0.76709,0.55886,0.25458,0.11649,0.9604,0.43079,0.27226,0.65579,1.3732,0.37682,0.24208,0.14484,0.65579,1.265
219.85,0.45795,0.35096,0.20504,0.11154,0.61587,0.27561,0.15908,0.37038,0.84441,0.32305,0.19073,0.10134,0.42099,0.81076
219.88,0.41393,0.2896,0.26069,0.12618,0.55874,0.24276,0.15908,0.35383,0.72886,0.39513,0.24208,0.14484,0.38709,0.7304
219.9,0.35533,0.22971,0.23428,0.12985,0.53577,0.30337,0.19011,0.25825,0.61765,0.37682,0.20333,0.1227,0.32126,0.75029
219.92,0.19965,0.18173,0.13415,0.10174,0.44728,0.37243,0.087072,0.10256,0.4093,0.2377,0.13045,0.034313,0.18393,0.71063
219.94,0.13026,0.16295,0.14091,0.075729,0.24818,0.090863,0,0.077787,0.31298,0.22133,0.13045,0.070959,0.18393,0.31243
