"","doy","Season","Year","mean_t","mean_vpd","mean_swc","mean_gpp","mean_ET","mean_NEE","mean_ppfd","mean_SWP","mean_PP","mean_DF","mean_3sap","N","se_t","se_vpd","se_GPP","se_swc","se_ET","se_SWP","se_PP","se_DF","se_3sap","se_ppfd"
"11",126,"Pre-monsoon",2022,18.69,1.89572274942857,6.51111111111111,11.7986252921429,7.83875162798834e-05,-8.83321211914286,1994,10.4226428571429,2.47317142857143,8.52022857142857,7.13868095238095,7,0.269708837717375,0.414141521205329,0.531280676605064,0.00242464322484435,7.62854082748759e-06,0.218753305125663,0.0529969617920091,0.0998005551904724,0.107875677968684,22.3691965072721
"12",126,"Pre-monsoon",2023,10.73,1.03039372497143,9.15873015873016,13.4972914285714,7.69909787551021e-05,-11.3112755041429,1916.57142857143,6.99614285714286,2.33641428571429,8.05017142857143,5.79424285714286,7,0.318934237138391,0.230428189116666,0.603406997351848,0.00579600589952555,1.61147373018202e-05,0.446312850906574,0.125995013938707,0.242655496257442,0.266676267755165,22.0063379862399
"13",127,"Pre-monsoon",2022,16.8771428571429,1.76470704971429,6.42380952380952,11.3829779734286,4.91139771259475e-05,-8.44993369842857,1997.85714285714,9.46411428571428,2.51935714285714,7.8141,6.59919047619048,7,0.27583392420349,0.299501932174049,0.590433000108245,0.00289800294976277,3.49383780887479e-06,0.252431210269981,0.0692160277927111,0.0890621987045865,0.130848756085069,22.7663374842986
"14",127,"Pre-monsoon",2023,14.59,1.34145582657143,9.03015873015873,15.6671185685714,0.00013074619909621,-13.2766193047143,1914.14285714286,8.26491428571429,2.52727142857143,9.27114285714286,6.68777619047619,7,0.528249580262606,0.462177970666041,1.35605473872216,0.00399462139432313,3.02373673644832e-05,0.502210891685845,0.10873894845714,0.181959905129756,0.259076499367591,21.2596516696687
"15",128,"Pre-monsoon",2022,14.0085714285714,1.20035505785714,6.31904761904762,12.2263595714286,3.80870481854227e-05,-9.41104640271429,2004.71428571429,7.7994,2.30267142857143,7.34924285714286,5.81710476190476,7,0.38732555871692,0.299671027536823,0.329041912350724,0.00317460317460328,3.58602659230423e-06,0.355183023913292,0.0775789788485494,0.143152096698287,0.187263777889501,22.8199101514385
"16",128,"Pre-monsoon",2023,15.6271428571429,1.57419134014286,8.85873015873016,12.6739179495714,7.35370290204082e-05,-10.3628378068571,1920,8.41125714285714,2.49542857142857,9.08487142857143,6.66385238095238,7,0.451197951942088,0.491046816718041,1.07798009517639,0.00467288934726342,8.15798187987544e-06,0.42134982177868,0.0816108265293443,0.122747070015047,0.19984959342576,21.9251975068478
"17",129,"Pre-monsoon",2022,12.4057142857143,1.07983876571429,6.25396825396825,14.7610486228571,4.51389612728863e-05,-12.036685056,2008.28571428571,8.07295714285714,2.13578571428571,7.3183,5.84234761904762,7,0.290695857611788,0.193580256931149,0.838518338137122,0.00377853356007557,5.89452483148876e-06,0.291819271253339,0.0989523440579243,0.12905010285784,0.168435222481331,22.4591844461546
"18",129,"Pre-monsoon",2023,13.8114285714286,1.33032719671429,8.69206349206349,10.6176532407143,6.68343227661808e-05,-8.55980710271429,1916.28571428571,7.34547142857143,2.51532857142857,8.27681428571429,6.04587142857143,7,0.259582343770294,0.31995272386788,0.595421220797972,0.00317460317460316,1.10888067276694e-05,0.324781598201949,0.106111840626239,0.105240682041037,0.169494513564587,21.9639469582859
"19",130,"Pre-monsoon",2022,13.7,1.26269108671429,6.17936507936508,13.5750014771429,6.31156398553936e-05,-10.8039732228571,2012.14285714286,8.26914285714286,2.26237142857143,7.52047142857143,6.01732857142857,7,0.28569880910464,0.282886330977785,1.06341818884664,0.00158730158730158,7.22796386804205e-06,0.362724742061251,0.0866206802380238,0.123091740302151,0.188028679061626,22.8613091441044
"20",130,"Pre-monsoon",2023,6.36242857142857,0.6184121934,8.55714285714286,11.91569253,3.2881455961516e-05,-10.5257160808571,1870.71428571429,2.8159,0.984932857142857,4.15285714285714,2.65123,7,0.298822359807777,0.375821404421611,0.378529380314989,0.00158730158730158,3.5377736998121e-06,0.471281904313473,0.0991444095562554,0.472053125973652,0.345845485197099,13.8335587228585
